Short Name,Profile Name,Red,Green,Blue
sol_mc36,Solena Max Can 36,1,0.353,0.118
adj_mppp,Mega Par Profile Plus,1,0.902,0.88
rgb,Generic RGB,1,1,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
dimmer,Dimmer,1,-1,-1
